GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
WHO_REGIONS,SEAR,South-East Asia Region,2011,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2011,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027,30302474,82
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,17507865,5877,0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,18964793,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,17507865,5311,0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,18964793,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2011,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36950269,1172099,3
WHO_REGIONS,SEAR,South-East Asia Region,2011,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,17390601,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,18806704,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,17390601,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,18806704,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38388116,34429681,90
WHO_REGIONS,SEAR,South-East Asia Region,2010,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,32701805,88
WHO_REGIONS,SEAR,South-East Asia Region,2010,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,30336276,82
WHO_REGIONS,SEAR,South-East Asia Region,2010,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38388116,2480918,6
WHO_REGIONS,SEAR,South-East Asia Region,2010,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,19759038,53
WHO_REGIONS,SEAR,South-East Asia Region,2010,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,3376555,9
WHO_REGIONS,SEAR,South-East Asia Region,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,30722814,83
WHO_REGIONS,SEAR,South-East Asia Region,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36628713,5430731,15
WHO_REGIONS,SEAR,South-East Asia Region,2010,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,38388116,33558056,87
WHO_REGIONS,SEAR,South-East Asia Region,2010,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,29634007,80
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,17390601,6674,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,18806704,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,17390601,6964,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,18806704,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2010,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37075525,1170121,3
WHO_REGIONS,SEAR,South-East Asia Region,2010,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2009,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38793240,34268907,88
WHO_REGIONS,SEAR,South-East Asia Region,2009,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,32472473,87
WHO_REGIONS,SEAR,South-East Asia Region,2009,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,29273224,78
WHO_REGIONS,SEAR,South-East Asia Region,2009,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38793240,2232146,6
WHO_REGIONS,SEAR,South-East Asia Region,2009,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,19749376,53
WHO_REGIONS,SEAR,South-East Asia Region,2009,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,3224640,9
WHO_REGIONS,SEAR,South-East Asia Region,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,29943169,80
WHO_REGIONS,SEAR,South-East Asia Region,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36857168,5035841,14
WHO_REGIONS,SEAR,South-East Asia Region,2009,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,38793240,33672360,87
WHO_REGIONS,SEAR,South-East Asia Region,2009,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2009,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,29386339,79
WHO_REGIONS,SEAR,South-East Asia Region,2009,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37412181,1175321,3
WHO_REGIONS,SEAR,South-East Asia Region,2009,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2008,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38882645,33828659,87
WHO_REGIONS,SEAR,South-East Asia Region,2008,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,31624938,84
WHO_REGIONS,SEAR,South-East Asia Region,2008,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,28075211,75
WHO_REGIONS,SEAR,South-East Asia Region,2008,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38882645,1150043,3
WHO_REGIONS,SEAR,South-East Asia Region,2008,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,17608116,47
WHO_REGIONS,SEAR,South-East Asia Region,2008,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,28376746,76
WHO_REGIONS,SEAR,South-East Asia Region,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37211181,4921585,13
WHO_REGIONS,SEAR,South-East Asia Region,2008,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,38882645,33387058,86
WHO_REGIONS,SEAR,South-East Asia Region,2008,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2008,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,28122403,75
WHO_REGIONS,SEAR,South-East Asia Region,2008,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37441923,1204682,3
WHO_REGIONS,SEAR,South-East Asia Region,2008,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2007,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39186732,34503866,88
WHO_REGIONS,SEAR,South-East Asia Region,2007,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944,31682124,84
WHO_REGIONS,SEAR,South-East Asia Region,2007,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944,26448112,70
WHO_REGIONS,SEAR,South-East Asia Region,2007,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39186732,327845,1
WHO_REGIONS,SEAR,South-East Asia Region,2007,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944,11400797,30
WHO_REGIONS,SEAR,South-East Asia Region,2007,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944,27939468,74
WHO_REGIONS,SEAR,South-East Asia Region,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37647962,4472926,12
WHO_REGIONS,SEAR,South-East Asia Region,2007,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,39186732,33841900,86
WHO_REGIONS,SEAR,South-East Asia Region,2007,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944,27500862,73
WHO_REGIONS,SEAR,South-East Asia Region,2007,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690228,1214767,3
WHO_REGIONS,SEAR,South-East Asia Region,2007,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2006,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39542095,34743461,88
WHO_REGIONS,SEAR,South-East Asia Region,2006,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,31952181,84
WHO_REGIONS,SEAR,South-East Asia Region,2006,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,26861629,71
WHO_REGIONS,SEAR,South-East Asia Region,2006,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39542095,323235,1
WHO_REGIONS,SEAR,South-East Asia Region,2006,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,10478642,28
WHO_REGIONS,SEAR,South-East Asia Region,2006,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,27807784,73
WHO_REGIONS,SEAR,South-East Asia Region,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38020403,3454398,9
WHO_REGIONS,SEAR,South-East Asia Region,2006,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,39542095,34179232,86
WHO_REGIONS,SEAR,South-East Asia Region,2006,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,27490245,72
WHO_REGIONS,SEAR,South-East Asia Region,2006,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,1223526,3
WHO_REGIONS,SEAR,South-East Asia Region,2006,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2005,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40022363,34929380,87
WHO_REGIONS,SEAR,South-East Asia Region,2005,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687,32312138,84
WHO_REGIONS,SEAR,South-East Asia Region,2005,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687,26902690,70
WHO_REGIONS,SEAR,South-East Asia Region,2005,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40022363,318824,1
WHO_REGIONS,SEAR,South-East Asia Region,2005,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687,9231213,24
WHO_REGIONS,SEAR,South-East Asia Region,2005,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687,27895896,73
WHO_REGIONS,SEAR,South-East Asia Region,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38358160,2293637,6
WHO_REGIONS,SEAR,South-East Asia Region,2005,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,40022363,34456405,86
WHO_REGIONS,SEAR,South-East Asia Region,2005,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687,27471238,72
WHO_REGIONS,SEAR,South-East Asia Region,2005,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687,1216165,3
WHO_REGIONS,SEAR,South-East Asia Region,2004,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40537876,33666787,83
WHO_REGIONS,SEAR,South-East Asia Region,2004,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432,31451899,81
WHO_REGIONS,SEAR,South-East Asia Region,2004,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432,26923797,69
WHO_REGIONS,SEAR,South-East Asia Region,2004,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40537876,350550,1
WHO_REGIONS,SEAR,South-East Asia Region,2004,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432,6981157,18
WHO_REGIONS,SEAR,South-East Asia Region,2004,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432,26809570,69
WHO_REGIONS,SEAR,South-East Asia Region,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38657136,2595332,7
WHO_REGIONS,SEAR,South-East Asia Region,2004,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,40537876,34877786,86
WHO_REGIONS,SEAR,South-East Asia Region,2004,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432,25713103,66
WHO_REGIONS,SEAR,South-East Asia Region,2004,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432,1215524,3
WHO_REGIONS,SEAR,South-East Asia Region,2003,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40861240,32827717,80
WHO_REGIONS,SEAR,South-East Asia Region,2003,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613,31056143,79
WHO_REGIONS,SEAR,South-East Asia Region,2003,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613,26058012,67
WHO_REGIONS,SEAR,South-East Asia Region,2003,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40861240,103321,0
WHO_REGIONS,SEAR,South-East Asia Region,2003,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613,4287573,11
WHO_REGIONS,SEAR,South-East Asia Region,2003,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613,25586112,65
WHO_REGIONS,SEAR,South-East Asia Region,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38597969,2198677,6
WHO_REGIONS,SEAR,South-East Asia Region,2003,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,40861240,35145407,86
WHO_REGIONS,SEAR,South-East Asia Region,2003,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613,25654778,66
WHO_REGIONS,SEAR,South-East Asia Region,2003,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613,1237224,3
WHO_REGIONS,SEAR,South-East Asia Region,2002,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41301115,32638621,79
WHO_REGIONS,SEAR,South-East Asia Region,2002,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874,31090134,79
WHO_REGIONS,SEAR,South-East Asia Region,2002,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874,25475831,65
WHO_REGIONS,SEAR,South-East Asia Region,2002,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41301115,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2002,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874,3738731,9
WHO_REGIONS,SEAR,South-East Asia Region,2002,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874,24515180,62
WHO_REGIONS,SEAR,South-East Asia Region,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38174962,1218289,3
WHO_REGIONS,SEAR,South-East Asia Region,2002,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41301115,35744626,87
WHO_REGIONS,SEAR,South-East Asia Region,2002,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874,25835563,66
WHO_REGIONS,SEAR,South-East Asia Region,2002,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874,1226209,3
WHO_REGIONS,SEAR,South-East Asia Region,2001,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41558243,32609354,78
WHO_REGIONS,SEAR,South-East Asia Region,2001,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430,31151359,79
WHO_REGIONS,SEAR,South-East Asia Region,2001,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430,25883391,65
WHO_REGIONS,SEAR,South-East Asia Region,2001,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41558243,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2001,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430,3718909,9
WHO_REGIONS,SEAR,South-East Asia Region,2001,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430,25113827,63
WHO_REGIONS,SEAR,South-East Asia Region,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37938940,1051513,3
WHO_REGIONS,SEAR,South-East Asia Region,2001,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41558243,34637657,83
WHO_REGIONS,SEAR,South-East Asia Region,2001,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430,25844856,65
WHO_REGIONS,SEAR,South-East Asia Region,2001,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430,1228609,3
WHO_REGIONS,SEAR,South-East Asia Region,2000,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41354068,32302098,78
WHO_REGIONS,SEAR,South-East Asia Region,2000,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005,30753669,78
WHO_REGIONS,SEAR,South-East Asia Region,2000,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005,25391601,64
WHO_REGIONS,SEAR,South-East Asia Region,2000,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41354068,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2000,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005,3864599,10
WHO_REGIONS,SEAR,South-East Asia Region,2000,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005,0,0
WHO_REGIONS,SEAR,South-East Asia Region,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005,24636881,63
WHO_REGIONS,SEAR,South-East Asia Region,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37822935,1013141,3
WHO_REGIONS,SEAR,South-East Asia Region,2000,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41354068,34954226,85
WHO_REGIONS,SEAR,South-East Asia Region,2000,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005,25223447,64
WHO_REGIONS,SEAR,South-East Asia Region,2000,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005,1224089,3
WHO_REGIONS,SEAR,South-East Asia Region,1999,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41080289,32162730,78
WHO_REGIONS,SEAR,South-East Asia Region,1999,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39083437,30624705,78
WHO_REGIONS,SEAR,South-East Asia Region,1999,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39083437,25250597,65
WHO_REGIONS,SEAR,South-East Asia Region,1999,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39083437,4467295,11
WHO_REGIONS,SEAR,South-East Asia Region,1999,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39083437,0,0
WHO_REGIONS,SEAR,South-East Asia Region,1999,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39083437,24440955,63
WHO_REGIONS,SEAR,South-East Asia Region,1999,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41080289,34378959,84
WHO_REGIONS,SEAR,South-East Asia Region,1999,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39083437,25608526,66
WHO_REGIONS,SEAR,South-East Asia Region,1999,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39083437,1235034,3
WHO_REGIONS,SEAR,South-East Asia Region,1998,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41117081,31851716,77
WHO_REGIONS,SEAR,South-East Asia Region,1998,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39072457,31765168,81
WHO_REGIONS,SEAR,South-East Asia Region,1998,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39072457,25780735,66
WHO_REGIONS,SEAR,South-East Asia Region,1998,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39072457,4505222,12
WHO_REGIONS,SEAR,South-East Asia Region,1998,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39072457,0,0
WHO_REGIONS,SEAR,South-East Asia Region,1998,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39072457,23505777,60
WHO_REGIONS,SEAR,South-East Asia Region,1998,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41117081,33932273,83
WHO_REGIONS,SEAR,South-East Asia Region,1998,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39072457,26317324,67
