GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
WHO_REGIONS,SEAR,South-East Asia Region,2000,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41354068.0,34954226.0,85.0
WHO_REGIONS,SEAR,South-East Asia Region,2000,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005.0,25223447.0,64.0
WHO_REGIONS,SEAR,South-East Asia Region,2000,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39393005.0,1224089.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41558243.0,32609354.0,78.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430.0,31151359.0,79.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430.0,25883391.0,65.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430.0,3718909.0,9.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41558243.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430.0,25113827.0,63.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37938940.0,1051513.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41558243.0,34637657.0,83.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430.0,25844856.0,65.0
WHO_REGIONS,SEAR,South-East Asia Region,2001,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39637430.0,1228609.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41301115.0,32638621.0,79.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874.0,31090134.0,79.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874.0,25475831.0,65.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874.0,3738731.0,9.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41301115.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874.0,24515180.0,62.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38174962.0,1218289.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,41301115.0,35744626.0,87.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874.0,25835563.0,66.0
WHO_REGIONS,SEAR,South-East Asia Region,2002,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39444874.0,1226209.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40861240.0,32827717.0,80.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613.0,31056143.0,79.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613.0,26058012.0,67.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613.0,4287573.0,11.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40861240.0,103321.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613.0,25586112.0,65.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38597969.0,2198677.0,6.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,40861240.0,35145407.0,86.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613.0,25654778.0,66.0
WHO_REGIONS,SEAR,South-East Asia Region,2003,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39084613.0,1237224.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40537876.0,33666787.0,83.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432.0,31451899.0,81.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432.0,26923797.0,69.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432.0,6981157.0,18.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40537876.0,350550.0,1.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432.0,26809570.0,69.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38657136.0,2595332.0,7.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,40537876.0,34877786.0,86.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432.0,25713103.0,66.0
WHO_REGIONS,SEAR,South-East Asia Region,2004,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38818432.0,1215524.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40022363.0,34929380.0,87.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687.0,32312138.0,84.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687.0,26902690.0,70.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687.0,9231213.0,24.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,40022363.0,318824.0,1.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687.0,27895896.0,73.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38358160.0,2293637.0,6.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,40022363.0,34456405.0,86.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687.0,27471238.0,72.0
WHO_REGIONS,SEAR,South-East Asia Region,2005,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38387687.0,1216165.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39542095.0,34743461.0,88.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,31952181.0,84.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,26861629.0,71.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,10478642.0,28.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39542095.0,323235.0,1.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,27807784.0,73.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38020403.0,3454398.0,9.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,39542095.0,34179232.0,86.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,27490245.0,72.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,1223526.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2006,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37979909.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39186732.0,34503866.0,88.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944.0,31682124.0,84.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944.0,26448112.0,70.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944.0,11400797.0,30.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,39186732.0,327845.0,1.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944.0,27939468.0,74.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37647962.0,4472926.0,12.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,39186732.0,33841900.0,86.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944.0,27500862.0,73.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690228.0,1214767.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2007,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37690944.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38882645.0,33828659.0,87.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,31624938.0,84.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,28075211.0,75.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,17608116.0,47.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38882645.0,1150043.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,28376746.0,76.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37211181.0,4921585.0,13.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,38882645.0,33387058.0,86.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,28122403.0,75.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37441923.0,1204682.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2008,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37443028.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38793240.0,34268907.0,88.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,32472473.0,87.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,29273224.0,78.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,19749376.0,53.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38793240.0,2232146.0,6.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,3224640.0,9.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,29943169.0,80.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36857168.0,5035841.0,14.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,38793240.0,33672360.0,87.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,29386339.0,79.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37412181.0,1175321.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2009,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37413419.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,17390601.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,18806704.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,17390601.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,18806704.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38388116.0,34429681.0,90.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,32701805.0,88.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,30336276.0,82.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,19759038.0,53.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38388116.0,2480918.0,6.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,3376555.0,9.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,30722814.0,83.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36628713.0,5430731.0,15.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,38388116.0,33558056.0,87.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,29634007.0,80.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,17390601.0,6674.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,18806704.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,17390601.0,6964.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,18806704.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37075525.0,1170121.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2010,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,37076549.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,17507865.0,6373.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,18964793.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,15HPVC_F,"HPV Vaccination coverage by age 15, last dose, females",HPV,HPV Estimates,17507865.0,6373.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,15HPVC_M,"HPV Vaccination coverage by age 15, last dose, males",HPV,HPV Estimates,18964793.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,BCG,BCG,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38203124.0,34825752.0,91.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,DTPCV1,"DTP-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,33315707.0,90.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,DTPCV3,"DTP-containing vaccine, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,31003963.0,84.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,HEPB3,"HepB, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,20820205.0,56.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,HEPB_BD,"HepB, birth dose (given within 24 hours of birth)",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,38203124.0,2468095.0,6.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,HIB3,"Hib, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,3638114.0,10.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,31392818.0,85.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36597547.0,12503397.0,34.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PAB,Protection at birth (PAB) against neonatal tetanus,PAB,PAB Estimates,38203124.0,33466873.0,88.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PCV3,"Pneumococcal conjugate vaccine, final dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,POL3,"Polio, 3rd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,30302474.0,82.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPV1_F,"HPV Vaccination program coverage, first dose, females",HPV,HPV Estimates,17507865.0,5877.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPV1_M,"HPV Vaccination program coverage, first dose, males",HPV,HPV Estimates,18964793.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPVC_F,"HPV Vaccination program coverage, last dose, females",HPV,HPV Estimates,17507865.0,5311.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,PRHPVC_M,"HPV Vaccination program coverage, last dose, males",HPV,HPV Estimates,18964793.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,RCV1,"Rubella-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36950269.0,1172099.0,3.0
WHO_REGIONS,SEAR,South-East Asia Region,2011,ROTAC,"Rotavirus, last dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,36951027.0,0.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2012,15HPV1_F,"HPV Vaccination coverage by age 15, first dose, females",HPV,HPV Estimates,17627185.0,6209.0,0.0
WHO_REGIONS,SEAR,South-East Asia Region,2012,15HPV1_M,"HPV Vaccination coverage by age 15, first dose, males",HPV,HPV Estimates,19109461.0,0.0,0.0
